Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account/bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_Worker,Class
A13,15,critical account,Car New,2360,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male : single,,2,car or other,36,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A12,15,all credits at this bank paid back duly,Car Used,6850,100 <= ... < 500 DM,unemployed,1,male : single,,2,building society savings agreement/ life insurance,34,,Own,1,management,2,registered under the customers name,Yes,2
A14,24,existing credits paid back duly till now,radio/television,1413,< 100 DM,1 <= ... < 4 years,4,male : married/widowed,,2,building society savings agreement/ life insurance,28,,Own,1,skilled employee,1,,Yes,1
A14,39,existing credits paid back duly till now,Car New,8588,100 <= ... < 500 DM, >= 7 years,4,male : single,,2,car or other,45,,Own,1,management,1,registered under the customers name,Yes,1
A11,12,existing credits paid back duly till now,Car Used,759,< 100 DM,4 <= ... < 7 years,4,male : single,,2,real estate,26,,Own,1,skilled employee,1,,Yes,2
A14,36,existing credits paid back duly till now,Car New,4686,< 100 DM,1 <= ... < 4 years,2,male : single,,2,no property,32,,For Free,1,management,1,registered under the customers name,Yes,1
A13,15,existing credits paid back duly till now,business,2687,< 100 DM,4 <= ... < 7 years,2,male : single,,4,building society savings agreement/ life insurance,26,,Rent,1,skilled employee,1,registered under the customers name,Yes,1
A12,12,delay in paying off in the past,radio/television,585,< 100 DM,1 <= ... < 4 years,4,male : married/widowed,co-applicant,4,real estate,20,,Rent,2,skilled employee,1,,Yes,1
A14,24,existing credits paid back duly till now,Car Used,2255,Unknown,< 1 year,4,male : single,,1,building society savings agreement/ life insurance,54,,Own,1,skilled employee,1,,Yes,1
A11,6,critical account,Car Used,609,< 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,,3,building society savings agreement/ life insurance,37,,Own,2,skilled employee,1,,No,1
A11,6,critical account,Car Used,1361,< 100 DM,< 1 year,2,male : single,,4,real estate,40,,Own,1,unskilled - resident,2,,No,1
A14,36,critical account,furniture/equipment,7127,< 100 DM,< 1 year,2,female : divorced/separated/married,,4,building society savings agreement/ life insurance,23,,Rent,2,skilled employee,1,registered under the customers name,Yes,2
A11,6,existing credits paid back duly till now,Car Used,1203,100 <= ... < 500 DM, >= 7 years,3,male : single,,2,building society savings agreement/ life insurance,43,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A14,6,critical account,radio/television,700,Unknown, >= 7 years,4,male : single,,4,no property,36,,For Free,2,skilled employee,1,,Yes,1
A14,24,critical account,repairs,5507,< 100 DM, >= 7 years,3,male : single,,4,no property,44,,For Free,2,skilled employee,1,,Yes,1
A11,18,existing credits paid back duly till now,radio/television,3190,< 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,,2,real estate,24,,Own,1,skilled employee,1,,Yes,2
A11,48,no credits taken/ all credits paid back duly,furniture/equipment,7119,< 100 DM,1 <= ... < 4 years,3,male : single,,4,no property,53,,For Free,2,skilled employee,2,,Yes,2
A14,24,existing credits paid back duly till now,Car New,3488,100 <= ... < 500 DM,4 <= ... < 7 years,3,female : divorced/separated/married,,4,car or other,23,,Own,1,skilled employee,1,,Yes,1
A12,18,existing credits paid back duly till now,radio/television,1113,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,real estate,26,,Own,1,unskilled - resident,2,,Yes,1
A12,26,existing credits paid back duly till now,Car New,7966,< 100 DM,< 1 year,2,male : single,,3,car or other,30,,Own,2,skilled employee,1,,Yes,1
A14,15,critical account,education,1532,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,3,car or other,31,,Own,1,skilled employee,1,,Yes,1
A14,4,critical account,radio/television,1503,< 100 DM,4 <= ... < 7 years,2,male : single,,1,real estate,42,,Own,2,unskilled - resident,2,,Yes,1
A11,36,existing credits paid back duly till now,radio/television,2302,< 100 DM,1 <= ... < 4 years,4,male : divorced/separated,,4,car or other,31,,Rent,1,skilled employee,1,,Yes,2
A11,6,existing credits paid back duly till now,Car Used,662,< 100 DM,< 1 year,3,male : single,,4,real estate,41,,Own,1,unskilled - resident,2,registered under the customers name,Yes,1
A12,36,existing credits paid back duly till now,education,2273,< 100 DM,4 <= ... < 7 years,3,male : single,,1,car or other,32,,Own,2,skilled employee,2,,Yes,1
A12,15,existing credits paid back duly till now,Car Used,2631,100 <= ... < 500 DM,1 <= ... < 4 years,2,female : divorced/separated/married,,4,car or other,28,,Rent,2,skilled employee,1,registered under the customers name,Yes,2
A14,12,delay in paying off in the past,Car New,1503,< 100 DM,1 <= ... < 4 years,4,male : married/widowed,,4,real estate,41,,Rent,1,skilled employee,1,,Yes,1
A14,24,existing credits paid back duly till now,radio/television,1311,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : married/widowed,,3,building society savings agreement/ life insurance,26,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A14,24,existing credits paid back duly till now,radio/television,3105,Unknown,< 1 year,4,male : single,,2,car or other,25,,Own,2,skilled employee,1,,Yes,1
A13,21,critical account,education,2319,< 100 DM,< 1 year,2,male : divorced/separated,,1,car or other,33,,Rent,1,skilled employee,1,,Yes,2
A11,6,existing credits paid back duly till now,Car Used,1374,Unknown,unemployed,4,female : divorced/separated/married,,3,building society savings agreement/ life insurance,75,,Own,1,management,1,registered under the customers name,Yes,1
A12,18,critical account,furniture/equipment,3612,< 100 DM, >= 7 years,3,female : divorced/separated/married,,4,building society savings agreement/ life insurance,37,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A11,48,existing credits paid back duly till now,Car Used,7763,< 100 DM, >= 7 years,4,male : single,,4,no property,42,Bank,For Free,1,management,1,,Yes,2
A13,18,existing credits paid back duly till now,furniture/equipment,3049,< 100 DM,< 1 year,1,female : divorced/separated/married,,1,building society savings agreement/ life insurance,45,Stores,Own,1,unskilled - resident,1,,Yes,1
A12,12,existing credits paid back duly till now,radio/television,1534,< 100 DM,< 1 year,1,male : married/widowed,,1,real estate,23,,Rent,1,skilled employee,1,,Yes,2
A14,24,delay in paying off in the past,Car Used,2032,< 100 DM, >= 7 years,4,male : single,,4,no property,60,,For Free,2,skilled employee,1,registered under the customers name,Yes,1
A11,30,existing credits paid back duly till now,furniture/equipment,6350,Unknown, >= 7 years,4,male : single,,4,building society savings agreement/ life insurance,31,,Own,1,skilled employee,1,,Yes,2
A13,18,existing credits paid back duly till now,furniture/equipment,2864,< 100 DM,1 <= ... < 4 years,2,male : single,,1,real estate,34,,Own,1,unskilled - resident,2,,Yes,2
A14,12,critical account,Car Used,1255,< 100 DM, >= 7 years,4,male : single,,4,real estate,61,,Own,2,unskilled - resident,1,,Yes,1
A11,24,delay in paying off in the past,Car Used,1333,< 100 DM,unemployed,4,male : single,,2,real estate,43,,For Free,2,skilled employee,2,,Yes,2
A14,24,critical account,Car Used,2022,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,4,car or other,37,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A14,24,existing credits paid back duly till now,radio/television,1552,< 100 DM,4 <= ... < 7 years,3,male : single,,1,car or other,32,Bank,Own,1,skilled employee,2,,Yes,1
A11,12,all credits at this bank paid back duly,radio/television,626,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,4,real estate,24,Bank,Own,1,unskilled - resident,1,,Yes,2
A14,48,critical account,Car New,8858,Unknown,4 <= ... < 7 years,2,male : single,,1,no property,35,,For Free,2,skilled employee,1,registered under the customers name,Yes,1
A14,12,critical account,repairs,996,Unknown,4 <= ... < 7 years,4,female : divorced/separated/married,,4,real estate,23,,Own,2,skilled employee,1,,Yes,1
A14,6,all credits at this bank paid back duly,radio/television,1750,500 <= ... < 1000 DM, >= 7 years,2,male : single,,4,building society savings agreement/ life insurance,45,Bank,Own,1,unskilled - resident,2,,Yes,1
A11,48,existing credits paid back duly till now,radio/television,6999,< 100 DM,4 <= ... < 7 years,1,male : married/widowed,guarantor,1,real estate,34,,Own,2,skilled employee,1,registered under the customers name,Yes,2
A12,12,critical account,Car Used,1995,100 <= ... < 500 DM,< 1 year,4,male : single,,1,car or other,27,,Own,1,skilled employee,1,,Yes,1
A12,9,existing credits paid back duly till now,education,1199,< 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,,4,building society savings agreement/ life insurance,67,,Own,2,management,1,registered under the customers name,Yes,1
A12,12,existing credits paid back duly till now,radio/television,1331,< 100 DM,< 1 year,2,male : single,,1,car or other,22,Stores,Own,1,skilled employee,1,,Yes,2
A12,18,no credits taken/ all credits paid back duly,Car Used,2278,100 <= ... < 500 DM,< 1 year,3,female : divorced/separated/married,,3,car or other,28,,Own,2,skilled employee,1,,Yes,2
A14,21,no credits taken/ all credits paid back duly,Car Used,5003,Unknown,1 <= ... < 4 years,1,female : divorced/separated/married,,4,building society savings agreement/ life insurance,29,Bank,Own,2,skilled employee,1,registered under the customers name,Yes,2
A11,24,all credits at this bank paid back duly,furniture/equipment,3552,< 100 DM,4 <= ... < 7 years,3,male : single,,4,car or other,27,Bank,Own,1,skilled employee,1,,Yes,2
A12,18,critical account,furniture/equipment,1928,< 100 DM,< 1 year,2,male : single,,2,real estate,31,,Own,2,unskilled - resident,1,,Yes,2
A11,24,existing credits paid back duly till now,Car New,2964,Unknown, >= 7 years,4,male : single,,4,no property,49,Bank,For Free,1,skilled employee,2,registered under the customers name,Yes,1
A11,24,all credits at this bank paid back duly,radio/television,1546,< 100 DM,4 <= ... < 7 years,4,male : single,guarantor,4,car or other,24,Bank,Rent,1,unskilled - resident,1,,Yes,2
A13,6,delay in paying off in the past,radio/television,683,< 100 DM,< 1 year,2,female : divorced/separated/married,,1,building society savings agreement/ life insurance,29,Bank,Own,1,skilled employee,1,,Yes,1
A12,36,existing credits paid back duly till now,Car Used,12389,Unknown,1 <= ... < 4 years,1,male : single,,4,no property,37,,For Free,1,skilled employee,1,registered under the customers name,Yes,2
A12,24,delay in paying off in the past,business,4712,Unknown,1 <= ... < 4 years,4,male : single,,2,building society savings agreement/ life insurance,37,Bank,Own,2,management,1,registered under the customers name,Yes,1
A12,24,delay in paying off in the past,radio/television,1553,100 <= ... < 500 DM,4 <= ... < 7 years,3,female : divorced/separated/married,,2,building society savings agreement/ life insurance,23,,Rent,2,skilled employee,1,registered under the customers name,Yes,1
A11,12,existing credits paid back duly till now,Car Used,1372,< 100 DM,4 <= ... < 7 years,2,male : divorced/separated,,3,car or other,36,,Own,1,skilled employee,1,,Yes,2
A14,24,critical account,radio/television,2578,. >= 1000 DM, >= 7 years,2,male : single,,2,car or other,34,,Own,1,skilled employee,1,,Yes,1
A12,48,existing credits paid back duly till now,radio/television,3979,Unknown,4 <= ... < 7 years,4,male : single,,1,car or other,41,,Own,2,skilled employee,2,registered under the customers name,Yes,1
A11,48,existing credits paid back duly till now,radio/television,6758,< 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,,2,car or other,31,,Own,1,skilled employee,1,registered under the customers name,Yes,2
A11,24,existing credits paid back duly till now,furniture/equipment,3234,< 100 DM,< 1 year,4,female : divorced/separated/married,,4,real estate,23,,Rent,1,unskilled - resident,1,registered under the customers name,Yes,2
A14,30,critical account,radio/television,5954,< 100 DM,4 <= ... < 7 years,3,male : single,co-applicant,2,car or other,38,,Own,1,skilled employee,1,,Yes,1
A14,24,existing credits paid back duly till now,Car New,5433,Unknown,unemployed,2,female : divorced/separated/married,,4,building society savings agreement/ life insurance,26,,Rent,1,management,1,registered under the customers name,Yes,1
A11,15,existing credits paid back duly till now,business,806,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,4,building society savings agreement/ life insurance,22,,Own,1,unskilled - resident,1,,Yes,1
A12,9,existing credits paid back duly till now,radio/television,1082,< 100 DM, >= 7 years,4,male : single,,4,car or other,27,,Own,2,unskilled - resident,1,,Yes,1
A14,15,critical account,furniture/equipment,2788,< 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,co-applicant,3,car or other,24,Bank,Own,2,skilled employee,1,,Yes,1
A12,12,existing credits paid back duly till now,radio/television,2930,< 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,,1,real estate,27,,Own,1,skilled employee,1,,Yes,1
A14,24,critical account,education,1927,Unknown,1 <= ... < 4 years,3,female : divorced/separated/married,,2,car or other,33,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A12,36,critical account,Car Used,2820,< 100 DM,< 1 year,4,male : divorced/separated,,4,car or other,27,,Own,2,skilled employee,1,,Yes,2
A14,24,existing credits paid back duly till now,retraining,937,< 100 DM,< 1 year,4,male : married/widowed,,3,car or other,27,,Own,2,unskilled - resident,1,,Yes,1
A12,18,critical account,Car Used,1056,< 100 DM, >= 7 years,3,male : single,guarantor,3,real estate,30,Bank,Own,2,skilled employee,1,,Yes,2
A12,12,critical account,Car Used,3124,< 100 DM,< 1 year,1,male : single,,3,real estate,49,Bank,Own,2,unskilled - resident,2,,Yes,1
A14,9,existing credits paid back duly till now,furniture/equipment,1388,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,2,real estate,26,,Rent,1,skilled employee,1,,Yes,1
A12,36,existing credits paid back duly till now,repairs,2384,< 100 DM,< 1 year,4,male : single,,1,no property,33,,Rent,1,unskilled - resident,1,,Yes,2
A14,12,existing credits paid back duly till now,Car Used,2133,Unknown, >= 7 years,4,female : divorced/separated/married,,4,no property,52,,For Free,1,management,1,registered under the customers name,Yes,1
A11,18,existing credits paid back duly till now,furniture/equipment,2039,< 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,,4,real estate,20,Bank,Rent,1,skilled employee,1,,Yes,2
A11,9,critical account,Car Used,2799,< 100 DM,1 <= ... < 4 years,2,male : single,,2,real estate,36,,Rent,2,skilled employee,2,,Yes,1
A11,12,existing credits paid back duly till now,furniture/equipment,1289,< 100 DM,1 <= ... < 4 years,4,male : single,guarantor,1,building society savings agreement/ life insurance,21,,Own,1,unskilled - resident,1,,Yes,1
A11,18,existing credits paid back duly till now,domestic appliances,1217,< 100 DM,1 <= ... < 4 years,4,male : married/widowed,,3,real estate,47,,Own,1,unskilled - resident,1,registered under the customers name,Yes,2
A11,12,critical account,furniture/equipment,2246,< 100 DM, >= 7 years,3,male : single,,3,building society savings agreement/ life insurance,60,,Own,2,skilled employee,1,,Yes,2
A11,12,critical account,radio/television,385,< 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,,3,real estate,58,,Own,4,unskilled - resident,1,registered under the customers name,Yes,1
A12,24,delay in paying off in the past,Car Used,1965,Unknown,1 <= ... < 4 years,4,female : divorced/separated/married,,4,car or other,42,,Rent,2,skilled employee,1,registered under the customers name,Yes,1
A14,21,existing credits paid back duly till now,business,1572,. >= 1000 DM, >= 7 years,4,female : divorced/separated/married,,4,real estate,36,Bank,Own,1,unskilled - resident,1,,Yes,1
A12,24,existing credits paid back duly till now,Car Used,2718,< 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,,4,building society savings agreement/ life insurance,20,,Rent,1,unskilled - resident,1,registered under the customers name,Yes,2
A11,24,all credits at this bank paid back duly,Car New0,1358,Unknown, >= 7 years,4,male : single,,3,car or other,40,Stores,Own,1,management,1,registered under the customers name,Yes,2
A12,6,all credits at this bank paid back duly,Car Used,931,100 <= ... < 500 DM,< 1 year,1,female : divorced/separated/married,,1,building society savings agreement/ life insurance,32,Stores,Own,1,unskilled - resident,1,,Yes,2
A11,24,existing credits paid back duly till now,Car Used,1442,< 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,,4,car or other,23,,Rent,2,skilled employee,1,,Yes,2
A12,24,no credits taken/ all credits paid back duly,business,4241,< 100 DM,1 <= ... < 4 years,1,male : single,,4,real estate,36,,Own,3,unskilled - resident,1,registered under the customers name,Yes,2
A14,18,critical account,Car Used,2775,< 100 DM,4 <= ... < 7 years,2,male : single,,2,building society savings agreement/ life insurance,31,Bank,Own,2,skilled employee,1,,Yes,2
A14,24,delay in paying off in the past,business,3863,< 100 DM,1 <= ... < 4 years,1,male : single,,2,no property,32,,For Free,1,skilled employee,1,,Yes,1
A12,7,existing credits paid back duly till now,radio/television,2329,< 100 DM,< 1 year,1,female : divorced/separated/married,guarantor,1,real estate,45,,Own,1,skilled employee,1,,Yes,1
A12,9,existing credits paid back duly till now,furniture/equipment,918,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,1,building society savings agreement/ life insurance,30,,Own,1,skilled employee,1,,Yes,2
A12,24,all credits at this bank paid back duly,education,1837,< 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,,4,no property,34,Bank,For Free,1,unskilled - resident,1,,Yes,2
A14,36,existing credits paid back duly till now,furniture/equipment,3349,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,2,car or other,28,,Own,1,management,1,registered under the customers name,Yes,2
A13,10,existing credits paid back duly till now,furniture/equipment,1275,< 100 DM,< 1 year,4,female : divorced/separated/married,,2,building society savings agreement/ life insurance,23,,Own,1,skilled employee,1,,Yes,1
A11,24,all credits at this bank paid back duly,furniture/equipment,2828,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,,4,real estate,22,Stores,Own,1,skilled employee,1,registered under the customers name,Yes,1
A14,24,critical account,business,4526,< 100 DM,1 <= ... < 4 years,3,male : single,,2,real estate,74,,Own,1,management,1,registered under the customers name,Yes,1
A12,36,existing credits paid back duly till now,radio/television,2671,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,co-applicant,4,no property,50,,For Free,1,skilled employee,1,,Yes,2
A14,18,existing credits paid back duly till now,radio/television,2051,< 100 DM,< 1 year,4,male : single,,1,real estate,33,,Own,1,skilled employee,1,,Yes,1
A14,15,existing credits paid back duly till now,Car New,1300,Unknown, >= 7 years,4,male : single,,4,no property,45,Bank,For Free,1,skilled employee,2,,Yes,1
A11,12,existing credits paid back duly till now,domestic appliances,741,100 <= ... < 500 DM,unemployed,4,female : divorced/separated/married,,3,building society savings agreement/ life insurance,22,,Own,1,skilled employee,1,,Yes,2
A13,10,existing credits paid back duly till now,Car Used,1240,100 <= ... < 500 DM, >= 7 years,1,female : divorced/separated/married,,4,no property,48,,For Free,1,unskilled - resident,2,,Yes,2
A11,21,existing credits paid back duly till now,radio/television,3357,. >= 1000 DM,< 1 year,4,female : divorced/separated/married,,2,car or other,29,Bank,Own,1,skilled employee,1,,Yes,1
A11,24,all credits at this bank paid back duly,Car New,3632,< 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,guarantor,4,car or other,22,Bank,Rent,1,skilled employee,1,,No,1
A14,18,delay in paying off in the past,furniture/equipment,1808,< 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,,1,real estate,22,,Own,1,skilled employee,1,,Yes,2
A12,48,no credits taken/ all credits paid back duly,business,12204,Unknown,1 <= ... < 4 years,2,male : single,,2,car or other,48,Bank,Own,1,management,1,registered under the customers name,Yes,1
A12,60,delay in paying off in the past,radio/television,9157,Unknown,1 <= ... < 4 years,2,male : single,,2,no property,27,,For Free,1,management,1,,Yes,1
A11,6,critical account,Car Used,3676,< 100 DM,1 <= ... < 4 years,1,male : single,,3,real estate,37,,Rent,3,skilled employee,2,,Yes,1
A12,30,existing credits paid back duly till now,furniture/equipment,3441,100 <= ... < 500 DM,1 <= ... < 4 years,2,female : divorced/separated/married,co-applicant,4,car or other,21,,Rent,1,skilled employee,1,,Yes,2
A14,12,existing credits paid back duly till now,Car Used,640,< 100 DM,1 <= ... < 4 years,4,male : divorced/separated,,2,real estate,49,,Own,1,unskilled - resident,1,,Yes,1
A12,21,critical account,business,3652,< 100 DM,4 <= ... < 7 years,2,male : single,,3,building society savings agreement/ life insurance,27,,Own,2,skilled employee,1,,Yes,1
A14,18,critical account,Car Used,1530,< 100 DM,1 <= ... < 4 years,3,male : single,,2,building society savings agreement/ life insurance,32,Bank,Own,2,skilled employee,1,,Yes,2
A14,48,existing credits paid back duly till now,business,3914,Unknown,1 <= ... < 4 years,4,male : divorced/separated,,2,real estate,38,Bank,Own,1,skilled employee,1,,Yes,2
A11,12,existing credits paid back duly till now,furniture/equipment,1858,< 100 DM,< 1 year,4,female : divorced/separated/married,,1,car or other,22,,Rent,1,skilled employee,1,,Yes,1
A11,18,existing credits paid back duly till now,radio/television,2600,< 100 DM,1 <= ... < 4 years,4,male : single,,4,no property,65,,For Free,2,skilled employee,1,,Yes,2
A14,15,existing credits paid back duly till now,radio/television,1979,Unknown, >= 7 years,4,male : single,,2,car or other,35,,Own,1,skilled employee,1,,Yes,1
A13,6,existing credits paid back duly till now,furniture/equipment,2116,< 100 DM,1 <= ... < 4 years,2,male : single,,2,real estate,41,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A12,9,all credits at this bank paid back duly,Car Used,1437,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,,3,no property,29,,Own,1,skilled employee,1,,Yes,2
A14,42,critical account,furniture/equipment,4042,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,,4,real estate,36,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A14,9,existing credits paid back duly till now,education,3832,Unknown, >= 7 years,1,male : single,,4,real estate,64,,Own,1,unskilled - resident,1,,Yes,1
A11,24,existing credits paid back duly till now,radio/television,3660,< 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,,4,car or other,28,,Own,1,skilled employee,1,,Yes,1
A11,18,all credits at this bank paid back duly,furniture/equipment,1553,< 100 DM,1 <= ... < 4 years,4,male : single,,3,car or other,44,Bank,Own,1,skilled employee,1,,Yes,2
A12,15,existing credits paid back duly till now,radio/television,1444,Unknown,< 1 year,4,male : single,,1,building society savings agreement/ life insurance,23,,Own,1,skilled employee,1,,Yes,1
A14,9,existing credits paid back duly till now,furniture/equipment,1980,< 100 DM,< 1 year,2,female : divorced/separated/married,co-applicant,2,car or other,19,,Rent,2,skilled employee,1,,Yes,2
A12,24,existing credits paid back duly till now,Car Used,1355,< 100 DM,< 1 year,3,female : divorced/separated/married,,4,car or other,25,,Own,1,unskilled - resident,1,registered under the customers name,Yes,2
A14,12,existing credits paid back duly till now,education,1393,< 100 DM, >= 7 years,4,male : single,,4,building society savings agreement/ life insurance,47,Bank,Own,3,skilled employee,2,registered under the customers name,Yes,1
A14,24,existing credits paid back duly till now,radio/television,1376,500 <= ... < 1000 DM,4 <= ... < 7 years,4,female : divorced/separated/married,,1,car or other,28,,Own,1,skilled employee,1,,Yes,1
A14,60,delay in paying off in the past,radio/television,15653,< 100 DM,4 <= ... < 7 years,2,male : single,,4,car or other,21,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A14,12,existing credits paid back duly till now,radio/television,1493,< 100 DM,< 1 year,4,female : divorced/separated/married,,3,car or other,34,,Own,1,skilled employee,2,,Yes,1
A11,42,delay in paying off in the past,radio/television,4370,< 100 DM,4 <= ... < 7 years,3,male : single,,2,building society savings agreement/ life insurance,26,Bank,Own,2,skilled employee,2,registered under the customers name,Yes,2
A11,18,existing credits paid back duly till now,education,750,< 100 DM,unemployed,4,female : divorced/separated/married,,1,real estate,27,,Own,1,unemployed,1,,Yes,2
A12,15,existing credits paid back duly till now,repairs,1308,< 100 DM, >= 7 years,4,male : single,,4,car or other,38,,Own,2,unskilled - resident,1,,Yes,1
A14,15,existing credits paid back duly till now,education,4623,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,,2,building society savings agreement/ life insurance,40,,Own,1,management,1,registered under the customers name,Yes,2
A14,24,critical account,radio/television,1851,< 100 DM,4 <= ... < 7 years,4,male : married/widowed,guarantor,2,car or other,33,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A11,18,critical account,radio/television,1880,< 100 DM,4 <= ... < 7 years,4,male : married/widowed,,1,building society savings agreement/ life insurance,32,,Own,2,management,1,registered under the customers name,Yes,1
A14,36,delay in paying off in the past,business,7980,Unknown,< 1 year,4,male : single,,4,car or other,27,,Rent,2,skilled employee,1,registered under the customers name,Yes,2
A11,30,no credits taken/ all credits paid back duly,furniture/equipment,4583,< 100 DM,1 <= ... < 4 years,2,male : divorced/separated,guarantor,2,real estate,32,,Own,2,skilled employee,1,,Yes,1
A14,12,existing credits paid back duly till now,Car Used,1386,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,,2,building society savings agreement/ life insurance,26,,Own,1,skilled employee,1,,Yes,2
A13,24,existing credits paid back duly till now,Car Used,947,< 100 DM,4 <= ... < 7 years,4,male : single,,3,no property,38,Bank,For Free,1,skilled employee,2,,Yes,2
A11,12,existing credits paid back duly till now,education,684,< 100 DM,1 <= ... < 4 years,4,male : single,,4,car or other,40,,Rent,1,unskilled - resident,2,,Yes,2
A11,48,existing credits paid back duly till now,education,7476,< 100 DM,4 <= ... < 7 years,4,male : single,,1,no property,50,,For Free,1,management,1,registered under the customers name,Yes,1
A12,12,existing credits paid back duly till now,furniture/equipment,1922,< 100 DM,1 <= ... < 4 years,4,male : single,,2,building society savings agreement/ life insurance,37,,Own,1,unskilled - resident,1,,Yes,2
A11,24,existing credits paid back duly till now,Car Used,2303,< 100 DM, >= 7 years,4,male : single,co-applicant,1,real estate,45,,Own,1,skilled employee,1,,Yes,2
A12,36,delay in paying off in the past,Car Used,8086,100 <= ... < 500 DM, >= 7 years,2,male : single,,4,car or other,42,,Own,4,management,1,registered under the customers name,Yes,2
A14,24,critical account,Car New,2346,< 100 DM,4 <= ... < 7 years,4,male : single,,3,car or other,35,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A11,14,existing credits paid back duly till now,Car Used,3973,< 100 DM,unemployed,1,male : single,,4,no property,22,,For Free,1,skilled employee,1,,Yes,1
A12,12,existing credits paid back duly till now,Car Used,888,< 100 DM, >= 7 years,4,male : single,,4,car or other,41,Bank,Own,1,unskilled - resident,2,,Yes,2
A14,48,existing credits paid back duly till now,radio/television,10222,Unknown,4 <= ... < 7 years,4,male : single,,3,car or other,37,Stores,Own,1,skilled employee,1,registered under the customers name,Yes,1
A12,30,no credits taken/ all credits paid back duly,business,4221,< 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,,1,car or other,28,,Own,2,skilled employee,1,,Yes,1
A12,18,critical account,furniture/equipment,6361,< 100 DM, >= 7 years,2,male : single,,1,no property,41,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A13,12,existing credits paid back duly till now,radio/television,1297,< 100 DM,1 <= ... < 4 years,3,male : married/widowed,,4,real estate,23,,Rent,1,skilled employee,1,,Yes,1
A11,12,existing credits paid back duly till now,Car Used,900,Unknown,1 <= ... < 4 years,4,male : married/widowed,,2,car or other,23,,Own,1,skilled employee,1,,Yes,2
A14,21,existing credits paid back duly till now,furniture/equipment,2241,< 100 DM, >= 7 years,4,male : single,,2,real estate,50,,Own,2,skilled employee,1,,Yes,1
A12,6,delay in paying off in the past,furniture/equipment,1050,< 100 DM,unemployed,4,male : single,,1,building society savings agreement/ life insurance,35,Stores,Own,2,management,1,registered under the customers name,Yes,1
A13,6,critical account,education,1047,< 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,,4,building society savings agreement/ life insurance,50,,Own,1,unskilled - resident,1,,Yes,1
A14,24,critical account,Car New0,6314,< 100 DM,unemployed,4,male : single,co-applicant,2,no property,27,Bank,Own,2,management,1,registered under the customers name,Yes,1
A12,30,all credits at this bank paid back duly,furniture/equipment,3496,. >= 1000 DM,1 <= ... < 4 years,4,male : single,,2,car or other,34,Stores,Own,1,skilled employee,2,registered under the customers name,Yes,1
